total_chars_name,total_chars_description,total_chars_username,name_equals_username,total_numbers_name,total_numbers_username,total_emojis_name,total_emojis_username,total_words_description,total_emojis_description,total_numbers_description,total_words_name,followers,friends,age,gen,org,bot_score
14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,317.0,882.0,1.0,F,N,0.2490888919892792
13.0,10.0,13.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,M,N,3.3755856629255634
8.0,84.0,8.0,1.0,7.0,7.0,0.0,0.0,15.0,1.0,2.0,1.0,11.0,686.0,0.0,U,Y,3.763990253824887
14.0,143.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,2.0,15035.0,1329.0,3.0,M,N,0.4213870451369644
11.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,425.0,1688.0,0.0,M,N,1.612856649101179
6.0,55.0,13.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,0.0,1.0,15.0,78.0,2.0,F,N,2.706948457495716
7.0,79.0,12.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,242.0,34.0,1.0,F,N,2.838811597788202
38.0,153.0,12.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,4.0,5.0,742.0,372.0,0.0,M,N,0.4615958804226372
11.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,721.0,1813.0,1.0,M,N,1.426111956392147
9.0,55.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,584.0,364.0,1.0,M,N,0.7032159531649107
8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,322.0,2.0,M,N,1.0378182269376812
12.0,110.0,13.0,0.0,0.0,3.0,0.0,0.0,15.0,6.0,3.0,2.0,137441.0,6.0,2.0,M,N,0.4809503018957606
14.0,144.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,9.0,2.0,445.0,227.0,,,,0.8806558766791928
8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,27.0,2.0,M,N,4.942306920103251
27.0,148.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,552.0,75.0,,,,2.1723302924373
11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,841.0,1.0,F,N,1.6872618766077236
16.0,147.0,11.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,67.0,478.0,3.0,M,N,1.047077115761332
10.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,34.0,366.0,1.0,M,N,4.401700398906183
6.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,M,N,4.947050147692034
12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,M,N,4.9282352201891655
15.0,1.0,11.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,143.0,231.0,0.0,F,N,2.8929010100905077
13.0,24.0,15.0,0.0,0.0,8.0,1.0,0.0,5.0,1.0,0.0,1.0,180.0,228.0,1.0,F,N,1.6122292042879385
14.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1578.0,771.0,1.0,F,N,0.0303990482632399
6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,32.0,256.0,0.0,M,N,2.985937106515157
7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,365.0,361.0,1.0,M,N,1.1063567493054434
19.0,131.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,5.0,4213.0,1495.0,1.0,F,N,0.1768870030302055
13.0,46.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,257.0,797.0,3.0,M,N,1.3929594383052235
19.0,131.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,5.0,4213.0,1495.0,0.0,M,N,0.1768870030302055
12.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,27.0,2.0,M,N,4.939157043923391
5.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,353.0,211.0,0.0,M,N,0.6834229434539696
5.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,353.0,211.0,0.0,M,N,0.6834229434539696
14.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,512.0,650.0,3.0,M,N,0.3233250833883427
16.0,89.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,245.0,752.0,3.0,M,N,0.2655189522167867
16.0,89.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,2.0,245.0,752.0,3.0,M,N,0.2655189522167867
30.0,93.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,2234778.0,2494.0,1.0,M,N,0.1985002292115684
16.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,175.0,1308.0,3.0,M,N,2.3475738614423705
30.0,93.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,5.0,2234778.0,2494.0,1.0,M,N,0.1985002292115684
19.0,7.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,51.0,0.0,F,N,2.9510595666021766
15.0,149.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,1.0,2344.0,918.0,0.0,M,N,1.5125138594078609
15.0,149.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,1.0,2344.0,918.0,0.0,M,N,1.5125138594078609
24.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,264.0,3719.0,1.0,M,N,1.4404872588255813
24.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,264.0,3719.0,1.0,M,N,1.4404872588255813
11.0,143.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,2455.0,2056.0,3.0,M,N,0.1370714179964111
19.0,155.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,298.0,305.0,3.0,M,N,1.5861654116064503
9.0,4.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1001.0,0.0,F,N,4.175110508152936
11.0,143.0,14.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,2455.0,2056.0,3.0,M,N,0.1370714179964111
13.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,704.0,1097.0,3.0,F,N,0.0218496937545498
13.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,704.0,1097.0,0.0,F,N,0.0218496937545498
21.0,88.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,4.0,584.0,1233.0,3.0,M,N,0.7050101345802262
8.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,143.0,0.0,M,N,4.785411152781885
8.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,80.0,0.0,F,N,4.084536715878881
12.0,140.0,12.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,18.0,1.0,3589.0,6016.0,0.0,M,N,1.990415654002945
12.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,183.0,3.0,F,N,4.844268294487606
23.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,440.0,964.0,2.0,M,N,0.1291751331706675
9.0,40.0,11.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0,196.0,170.0,1.0,F,N,1.8395256778171565
13.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,47.0,2.0,M,N,4.961396439615665
11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,57.0,0.0,M,N,4.87940447764734
37.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,F,N,4.623521836262955
4.0,143.0,13.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,1.0,434.0,615.0,1.0,F,N,0.7892614950162186
16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,264.0,3.0,M,N,2.001055799034732
5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,M,N,4.8732383945660525
27.0,61.0,11.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,3.0,3.0,F,N,4.4597516355545554
9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,562.0,0.0,M,N,4.336496684839708
12.0,153.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,23915.0,3429.0,2.0,M,N,0.2963373013791942
12.0,97.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,3.0,28.0,542.0,1.0,F,N,4.388839841985829
17.0,79.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,2.0,952.0,1401.0,1.0,M,N,0.0973224218841151
19.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,88.0,453.0,2.0,F,N,1.406552285874928
14.0,0.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,246.0,1228.0,1.0,F,N,0.5039865749142663
9.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,177.0,238.0,1.0,M,N,1.1348340383670568
13.0,76.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2.0,161.0,165.0,3.0,U,Y,1.9060214923026897
19.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,191.0,1349.0,2.0,M,N,0.8483623238177018
9.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,57.0,0.0,M,N,4.255632513582815
6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,492.0,0.0,M,N,0.8221255838738956
15.0,160.0,9.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,2.0,219.0,440.0,3.0,M,N,1.4301237620770515
7.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,451.0,384.0,1.0,M,N,0.736996704482612
12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93.0,477.0,2.0,F,N,2.932185702783529
4.0,5.0,15.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,M,N,3.968823746771721
11.0,111.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,85.0,338.0,2.0,M,N,1.227070054375616
4.0,124.0,8.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,1.0,1.0,36.0,669.0,0.0,F,N,2.1418407649184923
3.0,56.0,6.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,0.0,1.0,677.0,1038.0,3.0,M,N,2.1266324858574706
26.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,134.0,0.0,F,N,3.62962004042448
12.0,12.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,210.0,204.0,1.0,M,N,1.0588687701409427
6.0,101.0,11.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,1.0,8.0,155.0,0.0,F,N,3.551541388145921
21.0,23.0,12.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,122.0,160.0,1.0,M,N,1.1728773463632818
18.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,147.0,659.0,0.0,M,N,1.4255445196730947
8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1609.0,3751.0,0.0,F,N,2.015828638908804
17.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,61.0,3.0,U,Y,4.834527391996618
6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,23.0,33.0,0.0,M,N,4.58462920958352
15.0,7.0,13.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,27.0,3.0,F,N,4.056097661630835
10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,153.0,78.0,3.0,M,N,3.540215995957264
6.0,79.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,2.0,195.0,342.0,0.0,M,N,0.9697910018576212
10.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,2.0,76.0,168.0,0.0,F,N,1.1370690265303045
6.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,466.0,291.0,0.0,F,N,0.9789639630611012
11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,499.0,1.0,M,N,2.967862177405692
15.0,74.0,15.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,2.0,7.0,95.0,0.0,U,Y,3.699840951536861
12.0,38.0,11.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,2.0,17.0,239.0,1.0,M,N,2.741248843869357
11.0,23.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,967.0,68.0,0.0,M,N,0.9826510861620492
17.0,100.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,42.0,161.0,3.0,F,N,0.9519797180879224
12.0,15.0,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,243.0,127.0,1.0,M,N,1.6810236199851205
12.0,132.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,4.0,1464.0,361.0,0.0,M,N,0.7450899502033559
31.0,139.0,8.0,0.0,0.0,2.0,3.0,0.0,22.0,0.0,0.0,5.0,509.0,991.0,1.0,M,N,0.5187289496047337
21.0,77.0,10.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,3.0,4.0,228.0,3.0,M,N,4.709604502226772
10.0,48.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1280.0,1394.0,0.0,F,N,1.1150087527692032
12.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,582.0,0.0,F,N,3.079021164021164
5.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,171.0,69.0,0.0,M,N,0.935491252247827
8.0,60.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,1107.0,331.0,3.0,M,N,0.9524036748257658
11.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,76.0,300.0,0.0,F,N,1.2927250394323375
7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,303.0,3.0,M,N,3.975418334078027
5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,22.0,115.0,0.0,M,N,2.756407196410908
14.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,37.0,72.0,0.0,M,N,2.582687243068781
15.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,403.0,2.0,M,N,4.474053156146179
7.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,14.0,41.0,1.0,F,N,2.9159616139036397
8.0,6.0,14.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,384.0,1038.0,3.0,M,N,2.5265435079717458
10.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,412.0,400.0,1.0,M,N,0.8144981851191141
16.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,56.0,82.0,3.0,U,Y,1.6914473769115024
12.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,660.0,755.0,3.0,M,N,2.282548761609908
1.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,28.0,156.0,0.0,F,N,2.8859601374275585
14.0,54.0,10.0,0.0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,1.0,12.0,305.0,3.0,M,N,3.3758127615257374
9.0,102.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,1578.0,2728.0,0.0,F,N,0.6041919238242915
22.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,1.0,M,N,4.794078979120098
4.0,46.0,11.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,16.0,34.0,0.0,M,N,2.27587072512297
7.0,65.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,100.0,1393.0,0.0,M,N,1.441803775612326
11.0,116.0,10.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,12.0,3.0,85392.0,3662.0,1.0,F,N,0.3235933753534237
12.0,13.0,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,45.0,77.0,0.0,M,N,3.647619550545259
16.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,268.0,217.0,2.0,F,N,2.239786075779873
13.0,0.0,13.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,100.0,2.0,F,N,4.549827586206897
8.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,14.0,0.0,F,N,4.432917650332742
10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,113.0,1.0,M,N,4.7668752701723625
13.0,52.0,13.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,2.0,812.0,732.0,0.0,M,N,0.7982272155230402
15.0,33.0,14.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,3.0,16340.0,552.0,0.0,M,N,0.2978300915097231
9.0,11.0,13.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,707.0,1079.0,0.0,M,N,2.3595418156577903
23.0,143.0,15.0,0.0,0.0,2.0,0.0,0.0,16.0,10.0,2.0,1.0,90.0,351.0,0.0,F,N,0.7729443716190548
14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,24.0,3.0,M,N,4.896317933362109
16.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,5305.0,123.0,2.0,U,Y,0.5024078057647818
13.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,209.0,1.0,F,N,4.7573
12.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,U,Y,4.989226087085723
12.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,M,N,4.97383592871696
16.0,82.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,247.0,223.0,0.0,U,Y,1.99292849884567
28.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,12923.0,206.0,0.0,U,Y,0.3943619207913357
13.0,129.0,13.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,7.0,2.0,252.0,897.0,2.0,M,N,0.244523204957977
9.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,58.0,2.0,M,N,4.836134176767011
19.0,137.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,6.0,1.0,12866.0,22.0,1.0,U,Y,2.015264709159334
21.0,112.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,207.0,342.0,0.0,M,N,0.6195104230855886
11.0,132.0,11.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,1471.0,1742.0,2.0,U,Y,0.9211898790368744
13.0,129.0,13.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,7.0,2.0,252.0,897.0,2.0,M,N,0.244523204957977
14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,676.0,0.0,M,N,1.740621561367512
9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,32.0,2.0,M,N,4.756311787503381
14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,676.0,0.0,M,N,1.740621561367512
15.0,73.0,15.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,2.0,111.0,581.0,3.0,M,N,1.0838710981971875
13.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1472.0,7505.0,3.0,M,N,0.9614960381246662
14.0,111.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,2.0,189.0,326.0,3.0,U,Y,0.8424332121238076
11.0,155.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,2.0,831.0,1111.0,1.0,F,N,0.7133634317858456
6.0,59.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1996.0,2839.0,1.0,M,N,1.286476760457152
13.0,58.0,11.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,0.0,1.0,7.0,64.0,1.0,M,N,3.791672535503432
10.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3711.0,1539.0,3.0,M,N,0.3698524769422923
19.0,154.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,1266.0,780.0,3.0,M,N,0.7268265919379374
8.0,48.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,30.0,15.0,3.0,M,N,4.462331454397447
12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,141.0,3.0,M,N,4.617538355153929
27.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,684.0,7502.0,0.0,F,N,1.674639770184304
14.0,105.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,356.0,275.0,3.0,U,Y,0.9376175243661838
18.0,106.0,15.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,3.0,30.0,144.0,3.0,M,N,2.026364836303145
4.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,298.0,5054.0,0.0,M,N,2.4435670241517284
15.0,113.0,17.0,0.0,0.0,1.0,0.0,0.0,22.0,8.0,3.0,2.0,1779.0,1251.0,1.0,M,N,0.0552717518171497
15.0,113.0,17.0,0.0,0.0,1.0,0.0,0.0,22.0,8.0,3.0,2.0,1779.0,1251.0,1.0,M,N,0.0552717518171497
3.0,136.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,1.0,1237.0,1007.0,1.0,U,Y,3.188228244180954
12.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,133.0,1531.0,3.0,M,N,1.2525235530835688
9.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,650.0,2984.0,3.0,M,N,0.9429542984827992
4.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,2.0,1.0,383.0,3959.0,0.0,M,N,1.2156660415609792
20.0,39.0,20.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,3.0,2067.0,734.0,1.0,M,N,0.0531459945259799
11.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,308.0,2385.0,1.0,M,N,1.0499432225413423
28.0,132.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,13.0,4.0,475.0,712.0,3.0,M,N,0.4652611136065299
14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,M,N,4.914001041470217
16.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,390.0,6091.0,3.0,M,N,0.6930937958446043
4.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,238.0,0.0,U,Y,4.61926821278826
13.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,61.0,53.0,1.0,F,N,4.549442983845423
5.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,640.0,1.0,M,N,4.343191823899371
17.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,626.0,2057.0,1.0,M,N,0.7315149761532252
27.0,142.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,4.0,879.0,486.0,0.0,U,Y,0.81803361193174
13.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2347.0,999.0,1.0,M,N,0.2260398261283114
17.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,385.0,435.0,2.0,F,N,0.132378044353984
39.0,117.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,6.0,288.0,395.0,0.0,M,N,1.085626800325767
6.0,31.0,14.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,3227.0,1421.0,1.0,M,N,1.324750102415555
12.0,58.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,3.0,0.0,2.0,2.0,M,N,4.945965718156564
14.0,137.0,11.0,0.0,0.0,4.0,0.0,0.0,27.0,9.0,1.0,2.0,46.0,1211.0,2.0,F,N,2.5432681190840336
23.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,743.0,4774.0,0.0,M,N,0.4002946680328784
8.0,27.0,9.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,20.0,81.0,1.0,F,N,2.622821839243403
14.0,94.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,2.0,2.0,13274.0,7464.0,2.0,M,N,0.1574461201687965
30.0,108.0,9.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,4.0,759.0,1864.0,2.0,M,N,0.57539616059333
11.0,143.0,10.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,2.0,23.0,238.0,2.0,F,N,2.641653541155468
4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,166.0,1053.0,1.0,F,N,1.6521298086710496
